query_id,image,Question,Option_A,Option_B,Option_C,Option_D,answer,source_dataset,original_question_id,modality
OMNI_004064,Images/004064.jpg,Under which category does the anomaly depicted in this image fall?,Benign dermal.,Inflammatory epidermal.,Metastatic intramuscular.,Infectious hypodermal.,Benign dermal.,Fitzpatrick 17k,Fitzpatrick 17k_0845,Dermatology
OMNI_004065,Images/004065.jpg,What does the abnormality in this image exhibit in terms of category?,Inflammatory.,Autoimmune,Infectious,Traumatic,Inflammatory.,Fitzpatrick 17k,Fitzpatrick 17k_0268,Dermatology
OMNI_004068,Images/004068.jpg,What is the specific skin abnormality depicted in this image?,Actinic keratosis,Cellulitis,Psoriasis,Eczema,Actinic keratosis,ISIC2019,ISIC2019_1422,Dermatology
OMNI_004070,Images/004070.jpg,"What disease is depicted in this image, and could you provide a summary of its primary features?",Monkeypox,Lyme disease,Rubella,Pertussis,Monkeypox,Monkeypox Skin Image 2022,Monkeypox Skin Image 2022_0092,Dermatology
OMNI_004074,Images/004074.jpg,Is the abnormality in this image considered to be benign or malignant?,Benign image.,Malignant,,,Benign image.,ISIC2020,ISIC2020_0893,Dermatology
OMNI_004075,Images/004075.jpg,What is the diagnosis of the skin abnormality shown in this image?,Melanoma,Benign keratosis,Acne,Cellulitis,Benign keratosis,ISIC2019,ISIC2019_1626,Dermatology
OMNI_004076,Images/004076.jpg,What is the specific classification of the anomaly captured in this image?,Malignant cutaneous lymphoma.,Metastatic cutaneous lymphoma.,Squamous cell carcinoma.,Benign cutaneous lymphoma.,Malignant cutaneous lymphoma.,Fitzpatrick 17k,Fitzpatrick 17k_1535,Dermatology
OMNI_004078,Images/004078.jpg,What is the specific skin condition portrayed in this image?,Psoriasis,Melanoma,Cellulitis,Vitiligo,Melanoma,ISIC2019,ISIC2019_0541,Dermatology
OMNI_004079,Images/004079.jpg,What is the anatomical location of the body that is being represented in this visual depiction?,Endocrine system,Muscles,Nervous system,Skin,Skin,ISIC2018,ISIC2018_0044,Dermatology
OMNI_004080,Images/004080.jpg,What modality was used to capture this image?,Mammography,X-ray,Colonoscopy,Dermoscopy,Dermoscopy,ISIC2020,ISIC2020_0127,Dermatology
OMNI_004084,Images/004084.jpg,Is the abnormal image in this picture benign or malignant?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0928,Dermatology
OMNI_004085,Images/004085.jpg,What is the specific skin anomaly depicted in the image?,Melanocytic nevus,Actinic keratosis,Rosacea,Vitiligo,Melanocytic nevus,ISIC2019,ISIC2019_0784,Dermatology
OMNI_004087,Images/004087.jpg,What is the term for the abnormality depicted in this image?,Actinic keratosis,Melanoma,Vitiligo,Eczema,Melanoma,ISIC2018,ISIC2018_0112,Dermatology
OMNI_004088,Images/004088.jpg,What is the name of the skin abnormality displayed in this image?,Seborrheic keratosis,Vitiligo,Basal cell carcinoma,Rosacea,Basal cell carcinoma,ISIC2019,ISIC2019_1155,Dermatology
OMNI_004089,Images/004089.jpg,What is the name of the skin abnormality in the image?,Melanoma,Actinic keratosis,Seborrheic dermatitis,Eczema,Actinic keratosis,ISIC2019,ISIC2019_1411,Dermatology
OMNI_004091,Images/004091.png,What is the type of abnormality depicted in this image?,Psoriasis.,Actinic keratosis.,Basal Cell Carcinoma.,Squamous Cell Carcinoma.,Basal Cell Carcinoma.,PAD-UFES-20,PAD-UFES-20_0236,Dermatology
OMNI_004092,Images/004092.jpg,What is the name of the skin abnormality depicted in this image?,Rosacea,Squamous cell carcinoma,Psoriasis,Melanocytic nevus,Melanocytic nevus,ISIC2019,ISIC2019_0952,Dermatology
OMNI_004093,Images/004093.jpg,What was the imaging technique employed to obtain this picture?,Endoscopy,Electrocardiogram,Dermoscopy,Computed tomography,Dermoscopy,ISIC2020,ISIC2020_0203,Dermatology
OMNI_004094,Images/004094.png,What is the diagnosis for the particular abnormality depicted in this image?,Psoriasis.,Basal Cell Carcinoma.,Eczema.,Melanoma.,Basal Cell Carcinoma.,PAD-UFES-20,PAD-UFES-20_0162,Dermatology
OMNI_004099,Images/004099.jpg,What is the medical term for the skin abnormality seen in this image?,Seborrheic keratosis,Basal cell carcinoma,Vitiligo,Eczema,Basal cell carcinoma,ISIC2019,ISIC2019_1154,Dermatology
OMNI_004100,Images/004100.jpg,What imaging technique was utilized to acquire this picture?,X-ray,Electrocardiogram,Dermoscopy,Electroencephalogram,Dermoscopy,ISIC2020,ISIC2020_0296,Dermatology
OMNI_005001,Images/005001.png,Is there any evidence of malaria infection present in this image?,Yes,No.,,,No.,NLM- Malaria Data,NLM- Malaria Data_0060,Microscopy
OMNI_005002,Images/005002.bmp,What is the most probable condition indicated by the image?,Hodgkin's lymphoma,Acute myeloid leukemia,Polycythemia vera,Acute lymphoblastic leukemia,Acute lymphoblastic leukemia,ALL Challenge,ALL Challenge_0183,Microscopy
OMNI_005004,Images/005004.tif,What is the cell type shown in the image?,Keratinocyte,Fibroblast,Lymphocyte,Osteocyte,Lymphocyte,CRC100k,CRC100k_0595,Microscopy
OMNI_005009,Images/005009.jpeg,What are the cell types visible in this image?,T-cells,B-cells,Neutrophils,monocytes,monocytes,Blood Cell,Blood Cell_0882,Microscopy
OMNI_005010,Images/005010.jpeg,What type of cells are present in this image?,monocytes,Neutrophils,Mast cells,Basophils,monocytes,Blood Cell,Blood Cell_0832,Microscopy
OMNI_005011,Images/005011.jpg,Is there any abnormality observed in the vacuole depicted in the given sperm image?,"No, the vacuole is irregularly shaped.","Yes, the vacuole is enlarged.","No, the vacuole appears to be normal.","No, the vacuole is absent.","No, the vacuole appears to be normal.",MHSMA,MHSMA_1118,Microscopy
OMNI_005012,Images/005012.png,What is the appearance of the head in the displayed sperm image?,The head appears normal.,The head appears multiplied.,The head appears shrunken.,The head appears malformed.,The head appears normal.,MHSMA,MHSMA_0399,Microscopy
OMNI_005014,Images/005014.png,Does this image show any signs of malaria infection?,No.,Yes,,,No.,NLM- Malaria Data,NLM- Malaria Data_0059,Microscopy
OMNI_005015,Images/005015.tif,Which specific type of cells is being shown in this image?,Lymphocyte,Neutrophil,Erythrocyte,Keratinocyte,Lymphocyte,CRC100k,CRC100k_0618,Microscopy
OMNI_005018,Images/005018.tif,What is the morphology of the cells depicted in the photograph?,Triangular cells,Hexagonal cells,Cobblestone cells,Crescent-shaped cells,Cobblestone cells,BioMediTech,BioMediTech_0389,Microscopy
OMNI_005020,Images/005020.png,Is there any sign of abnormalities in the tail shown in the provided sperm image?,"No, the tail appears to be normal.","Yes, the tail appears to be abnormal.",,,"No, the tail appears to be normal.",MHSMA,MHSMA_0808,Microscopy
OMNI_005021,Images/005021.png,What type of imaging method was utilized to obtain this image?,Ultrasound imaging,Endoscopy,microscopy.,Positron emission tomography (PET),microscopy.,MHSMA,MHSMA_0714,Microscopy
OMNI_005023,Images/005023.tif,What is this part of the image primarily representing?,Staining artifact.,Background of histological image.,Microscopic structure.,Abnormal tissue growth.,Background of histological image.,CRC100k,CRC100k_0432,Microscopy
OMNI_005027,Images/005027.png,Is there any abnormality observed in the tail of the sperm image provided?,"Yes, the tail appears to be abnormal.","No, the tail is perfectly normal.",,,"Yes, the tail appears to be abnormal.",MHSMA,MHSMA_0978,Microscopy
OMNI_005028,Images/005028.jpeg,What cell types are visible in the image?,Macrophages,neutrophils,Erythrocytes,Hepatocytes,neutrophils,Blood Cell,Blood Cell_1052,Microscopy
OMNI_005029,Images/005029.tif,What do the cells in this image look like?,Cobblestone cells,Square cells,Oval cells,Crescent-shaped cells,Cobblestone cells,BioMediTech,BioMediTech_0425,Microscopy
OMNI_005031,Images/005031.tif,What substance is displayed in the image?,Mucus,Cerebrospinal fluid,Sweat,Lymph,Mucus,CRC100k,CRC100k_0746,Microscopy
OMNI_005032,Images/005032.tif,What is the tissue or abnormality featured in this image?,Normal stroma,Cancer-associated stroma,Scar tissue,Adipose tissue,Cancer-associated stroma,CRC100k,CRC100k_1103,Microscopy
OMNI_005033,Images/005033.png,Is the head of the sperm in the displayed image considered normal or abnormal?,The head is healthy.,The head appears abnormal.,The head is undamaged.,The head is enlarged.,The head appears abnormal.,MHSMA,MHSMA_0660,Microscopy
OMNI_005035,Images/005035.jpeg,What are the cell types seen in this image?,Eosinophils,B-cells,monocytes,Platelets,monocytes,Blood Cell,Blood Cell_0867,Microscopy
OMNI_005036,Images/005036.jpeg,What is the identification of the cells displayed in this image?,Osteocytes,lymphocytes,Macrophages,Neurons,lymphocytes,Blood Cell,Blood Cell_0656,Microscopy
OMNI_005037,Images/005037.tif,What modality is used to capture this image?,Hematoxylin & eosin (H&E) stained histological image,X-ray imaging,Magnetic resonance imaging (MRI),Ultrasound imaging,Hematoxylin & eosin (H&E) stained histological image,CRC100k,CRC100k_0083,Microscopy
OMNI_005038,Images/005038.jpeg,What cells are depicted in this image?,Dendritic cells,B lymphocytes,T lymphocytes,eosinophils,eosinophils,Blood Cell,Blood Cell_0408,Microscopy
OMNI_005039,Images/005039.png,What imaging modality was used to capture this image?,Mammogram,Electrocardiogram,X-ray,histopathology.,histopathology.,BreakHis,BreakHis_0027,Microscopy
OMNI_005043,Images/005043.tif,"What is the classification of the tissue lining observed in this photograph, pertaining to the colon?",Hepatic mucosa,Intestinal mucosa,Skin mucosa,Normal colonic mucosa,Normal colonic mucosa,CRC100k,CRC100k_0975,Microscopy
OMNI_005044,Images/005044.jpg,Is there any evidence of abnormalities in the vacuole depicted in the provided sperm image?,"No, the vacuole appears to be normal.","Yes, the vacuole is enlarged.","No, the vacuole is irregularly shaped.","No, the vacuole is absent.","No, the vacuole appears to be normal.",MHSMA,MHSMA_1104,Microscopy
OMNI_005045,Images/005045.tif,What is the tissue that is seen in this image?,Smooth muscle,Cardiac muscle,Blood tissue,Skeletal muscle,Smooth muscle,CRC100k,CRC100k_0943,Microscopy
OMNI_005048,Images/005048.jpg,Is the acrosome in the provided sperm image displaying any irregularities?,"Yes, the acrosome is misshapen and fragmented in the provided image.","No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome appears to be normal.","No, the acrosome appears to be normal.",MHSMA,MHSMA_0201,Microscopy
OMNI_005050,Images/005050.bmp,What is the probable medical condition indicated in this image?,Polycythemia vera,Acute lymphoblastic leukemia,Acute myeloid leukemia,Hodgkin's lymphoma,Acute lymphoblastic leukemia,ALL Challenge,ALL Challenge_0279,Microscopy
OMNI_005051,Images/005051.tif,What substance is depicted in the provided image?,Cerebrospinal fluid,Sweat,Mucus,Lymph,Mucus,CRC100k,CRC100k_0737,Microscopy
OMNI_005054,Images/005054.png,What does this image display?,Malignant colon histopathology.,Benign bone histopathology.,Malignant lung histopathology.,Benign breast histopathology.,Benign breast histopathology.,BreakHis,BreakHis_0051,Microscopy
OMNI_005056,Images/005056.tif,What type of substance is depicted in the provided image?,Blood,Mucus,Lymph,Gastric acid,Mucus,CRC100k,CRC100k_0681,Microscopy
OMNI_005061,Images/005061.tif,What imaging technique was utilized to obtain this picture?,Hematoxylin & eosin (H&E) stained histological image,X-ray imaging,Computed tomography (CT) scan,Fluoroscopy imaging,Hematoxylin & eosin (H&E) stained histological image,CRC100k,CRC100k_0074,Microscopy
OMNI_005064,Images/005064.png,What does this image depict?,Benign lung histopathology.,Inflammatory bowel disease histopathology.,Normal brain histopathology.,Malignant breast histopathology.,Malignant breast histopathology.,BreakHis,BreakHis_0486,Microscopy
OMNI_005065,Images/005065.jpeg,What method was utilized to obtain this image?,Endoscopy,Microscopy,Ultrasound,Electroencephalography (EEG),Microscopy,Blood Cell,Blood Cell_0166,Microscopy
OMNI_005066,Images/005066.tif,What is the morphology of the cells depicted in this photograph?,Epithelioid cells,Neoplastic cells,Fibroblast cells,Fusiform cells,Epithelioid cells,BioMediTech,BioMediTech_0292,Microscopy
OMNI_005069,Images/005069.tif,What is the specific type of tissue that can be identified in this image?,Adipose tissue,Connective tissue,Epithelial tissue,Lymphatic tissue,Adipose tissue,CRC100k,CRC100k_0261,Microscopy
OMNI_005070,Images/005070.png,Is the head of the sperm in the displayed image in a normal condition?,The head appears absent.,The head appears asymmetrical.,The head appears normal.,The head appears inflamed.,The head appears normal.,MHSMA,MHSMA_0504,Microscopy
OMNI_005071,Images/005071.tif,What kind of tissue is visible in this picture?,Skeletal muscle,Connective tissue,Smooth muscle,Glandular tissue,Smooth muscle,CRC100k,CRC100k_0909,Microscopy
OMNI_005072,Images/005072.tif,What is the viscous secretion depicted in this picture?,Synovial fluid,Vomit,Urine,Mucus,Mucus,CRC100k,CRC100k_0647,Microscopy
OMNI_005073,Images/005073.jpeg,What specific cells are observed in this image?,monocytes,Neutrophils,B-cells,Mast cells,monocytes,Blood Cell,Blood Cell_0771,Microscopy
OMNI_005074,Images/005074.png,Is there any abnormality in the tail of the sperm shown in the image?,"No, the tail is perfectly normal.","Yes, the tail appears to be abnormal.",,,"Yes, the tail appears to be abnormal.",MHSMA,MHSMA_0972,Microscopy
OMNI_005075,Images/005075.png,What does the image depict?,Benign breast histopathology.,Normal breast histopathology.,Malignant breast histopathology.,Breast abscess.,Malignant breast histopathology.,BreakHis,BreakHis_0656,Microscopy
OMNI_005076,Images/005076.tif,What kind of tissue is observed in the image?,Cardiac muscle,Glandular tissue,Smooth muscle,Lymphatic tissue,Smooth muscle,CRC100k,CRC100k_0813,Microscopy
OMNI_005077,Images/005077.png,Is the head of the sperm in the displayed image normal?,The head appears absent.,The head appears discolored.,The head appears normal.,The head appears multiplied.,The head appears normal.,MHSMA,MHSMA_0497,Microscopy
OMNI_005078,Images/005078.tif,What type of tissue or abnormality is visible in this image?,Basal cell carcinoma of the skin,Cardiac muscle tissue,Colorectal adenocarcinoma epithelium,Ovarian cyst lining,Colorectal adenocarcinoma epithelium,CRC100k,CRC100k_1173,Microscopy
OMNI_005079,Images/005079.png,What type of breast histopathology is depicted in this image?,Malignant breast histopathology.,Normal brain histopathology.,Inflammatory bowel disease histopathology.,Non-cancerous kidney histopathology.,Malignant breast histopathology.,BreakHis,BreakHis_0179,Microscopy
OMNI_005080,Images/005080.tif,What is the specific diagnosis for the cancer cells observed in the provided image?,Follicular Lymphoma,Prostate Cancer,Basal Cell Carcinoma,Ovarian Cancer,Follicular Lymphoma,MAlig Lymph,MAlig Lymph_0111,Microscopy
OMNI_005081,Images/005081.bmp,"Based on this image, what disease does the corresponding subject suffer from?",Hematologic Malignancies,Migraine headaches,Kidney stones,Osteoporosis,Hematologic Malignancies,ALL Challenge,ALL Challenge_0172,Microscopy
OMNI_005082,Images/005082.png,What is present in this image?,Malignant breast histopathology.,Normal brain histopathology.,Benign lung histopathology.,Metastatic liver histopathology.,Malignant breast histopathology.,BreakHis,BreakHis_0135,Microscopy
OMNI_005083,Images/005083.jpg,Is there any indication of abnormalities in the vacuole seen in the provided image of the sperm?,"Yes, the vacuole is discolored.","No, the vacuole is absent.","No, the vacuole appears to be normal.","No, the vacuole shows signs of inflammation.","No, the vacuole appears to be normal.",MHSMA,MHSMA_1044,Microscopy
OMNI_005084,Images/005084.tif,What is depicted in this image in terms of tissue or abnormality?,Nodal metastasis in lymphoma,Psoriasis lesion,Basal cell carcinoma of the skin,Colorectal adenocarcinoma epithelium,Colorectal adenocarcinoma epithelium,CRC100k,CRC100k_1291,Microscopy
OMNI_005087,Images/005087.tif,What is the name of the secretion illustrated in this photograph?,Mucus,Saliva,Synovial fluid,Gastric acid,Mucus,CRC100k,CRC100k_0755,Microscopy
OMNI_005088,Images/005088.png,Is there any evidence of abnormalities in the tail of the sperm image provided?,"No, the tail appears to be normal.","Yes, the tail appears to be abnormal.",,,"No, the tail appears to be normal.",MHSMA,MHSMA_0764,Microscopy
OMNI_005089,Images/005089.jpeg,What are the specific cells observed in the provided image?,Lymphocytes,monocytes,Basophils,B-cells,monocytes,Blood Cell,Blood Cell_0853,Microscopy
OMNI_005091,Images/005091.png,What does this image depict?,Normal brain histopathology.,Normal kidney histopathology.,Benign skin histopathology.,Benign breast histopathology.,Benign breast histopathology.,BreakHis,BreakHis_0245,Microscopy
OMNI_005095,Images/005095.tif,"What is shown in this image, in terms of tissue or abnormality?",Adipose tissue,Necrotic tissue,Benign tumor,Cancer-associated stroma,Cancer-associated stroma,CRC100k,CRC100k_1091,Microscopy
OMNI_005096,Images/005096.bmp,What medical condition is manifested in the subject depicted in this image?,Hematologic Malignancies,Dermatitis,Appendicitis,Pneumonia,Hematologic Malignancies,ALL Challenge,ALL Challenge_0094,Microscopy
OMNI_005097,Images/005097.tif,What does this image depict?,Inflammatory cells,Tumor cells,Healthy cells,Cancer cells,Cancer cells,MAlig Lymph,MAlig Lymph_0021,Microscopy
OMNI_005100,Images/005100.jpeg,What cellular entities are depicted in this image?,Red blood cells,T lymphocytes,Monocytes,eosinophils,eosinophils,Blood Cell,Blood Cell_0458,Microscopy
OMNI_006001,Images/006001.jpg,What imaging technology is utilized to obtain this picture?,Thermography,Magnetic Resonance Imaging (MRI),Optical Coherence Tomography (OCT),Endoscopy,Optical Coherence Tomography (OCT),Retinal OCT-C8,Retinal OCT-C8_0168,OCT
OMNI_006003,Images/006003.jpeg,Is there any abnormality present in this oct image?,Yes,No.,,,No.,OCT & X-Ray 2017,OCT & X-Ray 2017_0622,OCT
OMNI_006004,Images/006004.jpg,What is the distinguishing characteristic of the abnormality observed in this image?,"There is a small hole in the macula, which is the central part of the retina.",There is a dark spot in the periphery of the retina.,The macula appears enlarged and swollen.,The abnormality is characterized by a jagged edge around the macula.,"There is a small hole in the macula, which is the central part of the retina.",Retinal OCT-C8,Retinal OCT-C8_1812,OCT
OMNI_006005,Images/006005.jpg,What is the name of the particular abnormality depicted in this visual representation?,Macular degeneration,Cataracts,Diabetic Retinopathy (DR),Color blindness,Diabetic Retinopathy (DR),Retinal OCT-C8,Retinal OCT-C8_2091,OCT
OMNI_006006,Images/006006.jpg,What imaging technique is utilized to acquire this visual representation?,Endoscopy,Optical Coherence Tomography (OCT),Magnetic Resonance Imaging (MRI),Computed Tomography (CT),Optical Coherence Tomography (OCT),Retinal OCT-C8,Retinal OCT-C8_0176,OCT
OMNI_006009,Images/006009.jpg,What are the distinguishable characteristics of the abnormality captured in this image?,The abnormality seen is a result of nerve damage in the spinal cord.,Macular Hole (MH),The image indicates a blockage in the urinary tract caused by kidney stones.,The image displays a skin rash caused by an allergic reaction.,Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_1164,OCT
OMNI_006011,Images/006011.jpg,What is the diagnosis indicated by the anomaly observed in this image?,Diabetic Retinopathy,Glaucoma,Corneal abrasion,Central Serous Retinopathy (CSR),Central Serous Retinopathy (CSR),Retinal OCT-C8,Retinal OCT-C8_3616,OCT
OMNI_006013,Images/006013.jpg,What characteristics can be observed in the abnormality present in this image?,Exudates are small blue dots that gather around the optic nerve.,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Macular holes are small purple rings that encircle the cornea.,Hemorrhages are black spots that develop on the lens of the eye.,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Retinal OCT-C8,Retinal OCT-C8_2906,OCT
OMNI_006014,Images/006014.jpg,What is the name of the imaging modality that is employed to acquire this image?,Fluoroscopy,Mammography,Optical Coherence Tomography (OCT),Magnetic Resonance Imaging (MRI),Optical Coherence Tomography (OCT),Retinal OCT-C8,Retinal OCT-C8_0096,OCT
OMNI_006015,Images/006015.jpeg,Is there any abnormality present in this oct image?,Yes,No.,,,No.,OCT & X-Ray 2017,OCT & X-Ray 2017_0619,OCT
OMNI_006016,Images/006016.jpg,Can you describe any notable attributes of the abnormality in this image?,The image shows a normal blood vessel pattern within the retina.,The choroidal neovascularization appears as abnormal blood vessels growing beneath the retina.,The abnormality in the image is due to optic nerve atrophy.,The abnormality in the image is a result of retinal detachment.,The choroidal neovascularization appears as abnormal blood vessels growing beneath the retina.,Retinal OCT-C8,Retinal OCT-C8_0718,OCT
OMNI_006017,Images/006017.jpg,What is the specific abnormality shown in this image?,Corneal ulcer,Astigmatism,Color blindness,Diabetic Retinopathy (DR),Diabetic Retinopathy (DR),Retinal OCT-C8,Retinal OCT-C8_1010,OCT
OMNI_006018,Images/006018.jpeg,Which imaging technique was utilized to obtain this image?,Fluoroscopy,Ultrasound,Optical Coherence Tomography (OCT),X-ray,Optical Coherence Tomography (OCT),OCT & X-Ray 2017,OCT & X-Ray 2017_0051,OCT
OMNI_006019,Images/006019.jpeg,What is the depicted anomaly in this visual representation?,Uveitis,Macular degeneration,Cataracts,Choroidal Neovascularization (CNV),Choroidal Neovascularization (CNV),OCT & X-Ray 2017,OCT & X-Ray 2017_0191,OCT
OMNI_006020,Images/006020.jpg,What are some characteristics of the anomaly depicted in this image?,"Cataracts: Cataracts occur when the lens of the eye becomes cloudy, leading to blurry vision. While it can cause vision loss, it is not specific to the macula and is unrelated to age-related macular degeneration.","Retinal detachment: Retinal detachment occurs when the retina peels away from its underlying layer of support tissues. It can cause vision loss, but it is not related to age-related macular degeneration.",Drusen are small yellow deposits that accumulate beneath the retina.,"Diabetic retinopathy: Diabetic retinopathy is a complication of diabetes that affects the blood vessels in the retina. It can cause vision loss, but it is not specific to the macula and is different from age-related macular degeneration.",Drusen are small yellow deposits that accumulate beneath the retina.,Retinal OCT-C8,Retinal OCT-C8_3334,OCT
OMNI_006022,Images/006022.jpg,"In relation to the image, what distinct characteristics can be observed for the abnormality present?","The image reveals a corneal ulcer, indicated by the open sore on the cornea.","The abnormality in the image is a retinal detachment, indicated by the separation of the retina from the underlying tissue.",The image shows an enlarged optic nerve caused by glaucoma.,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Retinal OCT-C8,Retinal OCT-C8_3965,OCT
OMNI_006023,Images/006023.jpg,What is the specific abnormality shown in this image?,Choroidal Neovascularization (CNV),Cataracts,Uveitis,Retinal detachment,Choroidal Neovascularization (CNV),Retinal OCT-C8,Retinal OCT-C8_0512,OCT
OMNI_006025,Images/006025.jpg,What characteristics can you identify in the abnormality shown in this image?,"The abnormality in the image is a subconjunctival hemorrhage, characterized by the presence of blood under the conjunctiva.","The abnormality in the image is a retinal detachment, indicated by the separation of the retina from the underlying tissue.",The condition is characterized by the accumulation of fluid in the central retina.,The image shows an enlarged optic nerve caused by glaucoma.,The condition is characterized by the accumulation of fluid in the central retina.,Retinal OCT-C8,Retinal OCT-C8_3869,OCT
OMNI_006027,Images/006027.jpg,What is the name of the abnormality indicated in this image?,Drusen,Astigmatism,Macular edema,Retinal detachment,Drusen,Retinal OCT-C8,Retinal OCT-C8_3137,OCT
OMNI_006028,Images/006028.jpeg,What is the specific abnormality shown in this oct image?,Macular degeneration,Nystagmus,Presbyopia,Drusen,Drusen,OCT & X-Ray 2017,OCT & X-Ray 2017_0460,OCT
OMNI_006030,Images/006030.jpg,What are some distinctive characteristics of the abnormality seen in the image?,"Diabetic retinopathy: Diabetic retinopathy is a complication of diabetes that affects the blood vessels in the retina. It can cause vision loss, but it is not specific to the macula and is different from age-related macular degeneration.","Cataracts: Cataracts occur when the lens of the eye becomes cloudy, leading to blurry vision. While it can cause vision loss, it is not specific to the macula and is unrelated to age-related macular degeneration.","Age-related Macular Degeneration (AMD) causes progressive damage to the macula, leading to vision loss in the center of the visual field.","Retinal detachment: Retinal detachment occurs when the retina peels away from its underlying layer of support tissues. It can cause vision loss, but it is not related to age-related macular degeneration.","Age-related Macular Degeneration (AMD) causes progressive damage to the macula, leading to vision loss in the center of the visual field.",Retinal OCT-C8,Retinal OCT-C8_3465,OCT
OMNI_006031,Images/006031.jpg,What is the name of the condition seen in this image?,Glaucoma,Cataracts,Age-related Macular Degeneration (AMD),Astigmatism,Age-related Macular Degeneration (AMD),Retinal OCT-C8,Retinal OCT-C8_3245,OCT
OMNI_006033,Images/006033.jpeg,What is the name of the specific medical condition depicted in this image?,Cataracts,Diabetic Macular Edema (DME),Macular hole,Glaucoma,Diabetic Macular Edema (DME),OCT & X-Ray 2017,OCT & X-Ray 2017_0284,OCT
OMNI_006038,Images/006038.jpg,What are the distinguishing characteristics of the anomaly depicted in this image?,"The abnormality in the image is a retinal detachment, indicated by the separation of the retina from the underlying tissue.",The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,"The image reveals a corneal ulcer, indicated by the open sore on the cornea.","The abnormality in the image is a subconjunctival hemorrhage, characterized by the presence of blood under the conjunctiva.",The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Retinal OCT-C8,Retinal OCT-C8_3962,OCT
OMNI_006039,Images/006039.jpg,What is the particular anomaly depicted in this image?,Conjunctivitis,Macular degeneration,Optic nerve atrophy,Central Serous Retinopathy (CSR),Central Serous Retinopathy (CSR),Retinal OCT-C8,Retinal OCT-C8_2260,OCT
OMNI_006041,Images/006041.jpg,Can you describe any notable attributes of the abnormality in this image?,"There is a small hole in the macula, which is the central part of the retina.",The macula appears enlarged and swollen.,The abnormality is characterized by a jagged edge around the macula.,The abnormality is a result of a detached retina.,"There is a small hole in the macula, which is the central part of the retina.",Retinal OCT-C8,Retinal OCT-C8_1835,OCT
OMNI_006042,Images/006042.jpg,What is the specific abnormality displayed in this picture?,Optic nerve atrophy,Glaucoma,Conjunctivitis,Choroidal Neovascularization (CNV),Choroidal Neovascularization (CNV),Retinal OCT-C8,Retinal OCT-C8_0559,OCT
OMNI_006043,Images/006043.jpg,What specific characteristics can you identify in the abnormality shown in this image?,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,"The abnormality in the image is a retinal detachment, indicated by the separation of the retina from the underlying tissue.","The image reveals a corneal ulcer, indicated by the open sore on the cornea.","The abnormality in the image is a subconjunctival hemorrhage, characterized by the presence of blood under the conjunctiva.",The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Retinal OCT-C8,Retinal OCT-C8_3951,OCT
OMNI_006044,Images/006044.jpg,What are the distinguishing characteristics of the anomaly seen in the image?,The image shows a complete absence of the macula.,There is a dark spot in the periphery of the retina.,The abnormality is characterized by a jagged edge around the macula.,"There is a small hole in the macula, which is the central part of the retina.","There is a small hole in the macula, which is the central part of the retina.",Retinal OCT-C8,Retinal OCT-C8_1799,OCT
OMNI_006045,Images/006045.jpg,What are some distinguishable characteristics of the anomaly visible in this image?,Macular holes are small purple rings that encircle the cornea.,Cysts are large white masses that form on top of the retina.,Hemorrhages are black spots that develop on the lens of the eye.,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Retinal OCT-C8,Retinal OCT-C8_2853,OCT
OMNI_006047,Images/006047.jpg,Is there any deviation observed in this image?,The image does not provide enough information to determine if there is an abnormality.,No abnormality detected (normal),"The image shows a possible abnormality, but further testing is required for confirmation.",The image shows multiple abnormalities.,No abnormality detected (normal),Retinal OCT-C8,Retinal OCT-C8_2019,OCT
OMNI_006048,Images/006048.jpg,What are the observable characteristics of the anomaly in this image?,The abnormality in the image is due to optic nerve atrophy.,The abnormality in the image is a result of retinal detachment.,The image shows a normal blood vessel pattern within the retina.,The choroidal neovascularization appears as abnormal blood vessels growing beneath the retina.,The choroidal neovascularization appears as abnormal blood vessels growing beneath the retina.,Retinal OCT-C8,Retinal OCT-C8_0771,OCT
OMNI_006049,Images/006049.jpg,What is the indicated anomaly depicted in this picture?,Papilledema,Diabetic Macular Edema (DME),Vitreous hemorrhage,Macular degeneration,Diabetic Macular Edema (DME),Retinal OCT-C8,Retinal OCT-C8_2595,OCT
OMNI_006050,Images/006050.jpg,What is the identified medical condition displayed in this image?,Macular Hole (MH),Astigmatism,Retinal detachment,Conjunctivitis (pink eye),Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_0909,OCT
